tanggal,deskripsi_transaksi,kategori,nominal
2024-10-25,auto debet iuran rt/rw komplek,Tagihan,148487.0
2022-08-02,cairan karbol wipol bulan ini aman,Tagihan,168351.0
2023-06-02,bandul kalung mini,Transportasi,3000.0
2023-05-25,"dari client luar, alhamdulillah cair jualan seblak online",Pendapatan,183635.0
2024-03-31,mitsubishi motors genuine,Transportasi,573000.0
2024-08-18,kripik usus ayam,Belanja,72999.0
2022-05-29,nasi goreng ayam warung langganan di pasar,Konsumsi,38000.0
2024-05-06,order foto original model pakaian,Belanja,15000.0
2021-10-19,"bareng pacar tersayang, beli tiket chatgpt plus ai",Hiburan,100371.0
2021-10-02,"buat jaga-jaga di tas, beli panadol flu dan batuk",Kesehatan,27548.0
2024-02-22,biaya sumbangan rt 17an,Lain-lain,209000.0
2021-11-04,bayar promag cair sakit maag biar fit terus,Kesehatan,72183.0
2024-04-09,tagihan kredit motor beat mumpung udah jatuh tempo h-1,Tagihan,455000.0
2024-02-24,beli nasi uduk ayam goreng lagi buat begadang nugas,Konsumsi,112000.0
2023-01-20,makkata celengan motif,Belanja,89500.0
2022-01-28,grabfood sushi murame di pinggir jalan,Konsumsi,55000.0
2021-04-22,"udah potong pajak, bonus freelance web design",Pendapatan,177425.0
2024-11-02,reksadana sucorinvest equity cicil tiap bulan disiplin,Investasi,268265.0
2024-02-26,sedekah uang kas kelas bendahara,Lain-lain,107000.0
2023-07-04,nyumbang ongkir anteraja same day karena buat jaga-jaga amal,Lain-lain,333000.0
2023-06-04,pelunasan pulsa telkomsel kaget,Tagihan,83353.0
2022-03-22,beli tiket konser musik indie,Hiburan,75907.0
2024-09-25,generasi 2 silikon face,Kesehatan,344000.0
2024-09-20,checkout super beef boneless,Belanja,30000.0
2023-07-04,halodoc spesialis dalam buat jaga-jaga di tas,Kesehatan,465000.0
2020-03-06,nge-grab black stuffed lewat ojol,Konsumsi,106000.0
2024-05-29,check-up dokter gigi cabut gigi dan minyak kayu putih cap lang,Kesehatan,47113.0
2023-04-09,beli ms. glow men energizer,Belanja,60000.0
2024-12-04,beli boneka santa pink,Belanja,45900.0
2023-02-22,beli freemir set panci,Tagihan,619000.0
2023-02-25,pesen martabak telor spesial lagi ngidam tiba-tiba,Konsumsi,25000.0
2024-05-31,checkout sepatu sandal wanita,Belanja,65000.0
2023-03-02,pesen ayam bakar taliwang,Konsumsi,224000.0
2021-05-24,ongkos urus sumbangan rt 17an dan materai 10000 kantor pos,Lain-lain,4005.0
2024-09-23,beli batik semar zalima,Belanja,660000.0
2024-08-08,raket badminton yonex nanoflare,Belanja,749000.0
2024-12-20,checkout [4 ball] softex gravity,Belanja,51668.0
2023-04-07,lagi pengen paket ketoprak,Konsumsi,15000.0
2021-10-13,naik lrt jabodebek cibubur,Transportasi,28446.0
2024-07-19,order logitech m171 mouse,Belanja,149000.0
2024-02-24,konsul obat bodrex extra sesuai resep dokter kemarin,Kesehatan,44722.0
2023-01-20,checkout meja sekolah siswa meja,Belanja,525000.0
2024-05-12,pesan parkir motor liar karena pas hujan deres,Transportasi,211000.0
2023-05-24,pupuk argo lestari 1,Belanja,92000.0
2022-10-30,fee jualan seblak online pas transferan masuk bri,Pendapatan,90682.0
2024-08-29,keperluan sapu lantai mangkok,Tagihan,81895.0
2021-01-24,biaya karokean inul vizta 2 jam satu bulan full,Hiburan,109204.0
2022-03-12,iuran laundry kiloan express dan gembok pagar karatan,Tagihan,22734.0
2024-02-21,beli mesin bor listrik,Tagihan,150000.0
2023-02-03,jersey japan home,Belanja,499000.0
2021-01-04,konsul dokter gigi cabut gigi dan tolak angin cair 5 sachet,Kesehatan,48011.0
2021-07-09,topup gojek goride ke stasiun sudirman,Transportasi,12308.0
2022-11-18,ngelunasin kartu kredit bca everyday dan paylater shopee kemarin,Tagihan,76876.0
2024-02-25,kasih parkir liar indomaret,Lain-lain,12267.0
2022-11-18,"pake gopay coins, pelunasan wifi indihome 30mbps",Tagihan,89446.0
2024-10-22,naik transjakarta busway,Transportasi,6678.0
2024-11-01,tebus obat obat merah betadine luka dan masker medis sensi 1 box,Kesehatan,19629.0
2023-06-13,sewa parkir motor liar mumpung di spbu pertamina,Transportasi,3952.0
2024-03-13,pemasukan dari profit jual crypto transferan masuk bri,Pendapatan,246396.0
2023-05-04,sikat seblak jeletot ceker di kantin fakultas,Konsumsi,215000.0
2023-02-13,"kehujanan basah kuyup, carter kereta kai eksekutif",Transportasi,33000.0
2021-01-27,beli tiket vidio premier liga inggris,Hiburan,103046.0
2024-06-01,gorden kaca samping,Transportasi,34800.0
2022-11-21,gofood lotek + mbak yanti deket kantor,Konsumsi,147000.0
2021-06-28,grabfood bogo regular pan di abang-abang,Konsumsi,100000.0
2021-09-04,nge-grab kopi kenangan mantan pak kumis deket kosan,Konsumsi,63000.0
2022-06-11,tebus obat obat tetes mata insto,Kesehatan,124626.0
2024-05-07,"bulan depan lunas amin, ngelunasin kredivo limit baru",Tagihan,35000.0
2023-07-21,biaya print skripsi berwarna jilid dan denda tilang polisi lalu lintas,Lain-lain,96000.0
2024-11-07,order sandal jepit ando,Belanja,50000.0
2023-10-02,beli panaoil gasonix gx9 0w-20,Transportasi,90000.0
2024-06-06,reksadana pasar uang bibit investasi rutin tiap gajian,Investasi,431423.0
2024-09-25,checkout setelan baju koko,Belanja,159900.0
2023-12-26,gas 3kg melon ijo patungan sekamar berdua,Tagihan,23844.0
2023-03-17,order ugreen power bank,Transportasi,275000.0
2023-11-22,pesen value set,Konsumsi,130000.0
2023-11-12,sego garwo campur bu rina di warung langganan,Konsumsi,111000.0
2022-06-19,shopeefood complete combo 4 mbak yanti,Konsumsi,144000.0
2023-07-07,nitip bubur ayam pak kumis di pasar,Konsumsi,116000.0
2022-10-21,5 pcs pak joko deket kampus,Konsumsi,135000.0
2023-11-11,booking mabar warnet vip bareng pacar tersayang,Hiburan,19781.0
2022-07-14,bakar uang buat youtube premium no iklan buat satu bulan full,Hiburan,48259.0
2023-07-30,bayar main timezone kartu,Hiburan,194464.0
2023-03-29,order vacuum cleaners denpoo,Belanja,352000.0
2021-02-01,alhamdulillah cair uang bulanan ortu dan bagi hasil bisnis temen,Pendapatan,153674.0
2023-06-16,order snack original mini pack,Konsumsi,17500.0
2022-07-02,"dapet promo murah, topup diamond ml promo",Hiburan,179182.0
2021-12-04,order pamer 7 lewat ojol,Konsumsi,54000.0
2023-11-21,sewa mabar warnet vip lagi kalah taruhan bola,Hiburan,79000.0
2024-03-04,isi tambal ban tubeless,Transportasi,7000.0
2024-05-10,beli tissue see-u multipurpose 150s,Belanja,20800.0
2021-11-01,makan prekteh saus mentai bu rt,Konsumsi,42000.0
2023-10-17,pesen lele bakar,Konsumsi,127000.0
2020-02-24,lagi pengen nasi goreng pete di warung langganan,Konsumsi,54000.0
2023-04-23,bayar denda tilang polisi lalu lintas gegara lupa bawa tunai cash,Lain-lain,251000.0
2023-02-19,"mumpung lewat, beli es mixue boba",Konsumsi,37000.0
2021-06-22,"apes banget kena tilang, denda kondangan temen sma",Lain-lain,4700.0
2023-08-12,beli acome inpods at06,Belanja,204250.0
2023-09-17,liquid why banana,Transportasi,145000.0
2022-07-03,paket king bu ani di pujasera,Konsumsi,147000.0
2024-06-02,nabung saham bbca bank bca lagi mumpung merah berdarah,Investasi,484646.0
2022-03-17,ongkos lrt jabodebek cibubur dan transjakarta busway,Transportasi,15752.0
2021-01-07,vaksin cek darah lab prodia pas buat jaga-jaga di tas,Kesehatan,71176.0
2023-11-05,tadi pesen jclub 1/2,Konsumsi,121000.0
2023-04-16,joki tugas skripsi cair juga akhirnya,Pendapatan,590644.0
2022-05-08,honey garlic mas agus di warung depan,Konsumsi,109000.0
2024-11-18,checkout pasir malang halus per,Belanja,54000.0
2023-03-01,nyumbang print skripsi berwarna jilid dan ongkir anteraja same day,Lain-lain,145000.0
2024-12-13,beli paket gaming murah,Belanja,85900.0
2024-11-28,order tren-d-rugs karpet keset,Transportasi,129900.0
2024-05-06,"sekali-kali boros, topup tiket dufan ancol",Hiburan,243000.0
2023-04-22,ngelunasin akulaku cicilan hp dan paylater shopee kemarin,Tagihan,736654.0
2024-09-28,beli philips setrika uap gc1424/45,Belanja,369800.0
2022-07-15,kredit motor beat biar gak mati lampu,Tagihan,98897.0
2023-06-21,ongkos e-money mandiri kartu,Transportasi,24000.0
2023-01-06,bakar uang buat vidio premier liga inggris,Hiburan,463000.0
2024-09-02,order ceisya lipcream cod lipbalm,Kesehatan,35000.0
2020-07-21,lagi pengen tetelan 1 porsi warung sebelah deket kosan,Konsumsi,65000.0
2023-02-28,beli bensin flazz bca card di spbu pertamina,Transportasi,10496.0
2023-10-22,"musim hujan rawan sakit, konsul urut tradisional keseleo",Kesehatan,398000.0
2019-09-29,shopeefood 2 sego,Konsumsi,57000.0
2022-06-17,"fundamental kuat, deposit reksadana sucorinvest equity",Investasi,314012.0
2023-02-18,beli modul kit power,Belanja,73000.0
2023-04-04,checkout olymplast rak susun,Konsumsi,230000.0
2021-07-04,check-up promag cair sakit maag dan cek darah lab prodia,Kesehatan,49763.0
2023-10-15,azko soleil kursi,Belanja,75500.0
2023-12-18,beli sakura cabin filter,Belanja,52448.0
2023-08-08,checkout radeva gallery -,Transportasi,19500.0
2023-08-05,checkout purbasari lipstick color,Belanja,40500.0
2023-02-10,order madu aromatic asli,Belanja,81499.0
2021-05-31,cicil air pdam bulanan dan kartu kredit bca everyday,Tagihan,96197.0
2023-12-09,sewa bensin pertalite spbu dan kereta kai eksekutif,Transportasi,5736.0
2021-08-10,shopeefood nasi kuning pake grab,Konsumsi,149000.0
2022-03-03,beli seblak mewah bakso,Konsumsi,64000.0
2024-05-08,botol minum otten cold,Belanja,85000.0
2021-02-09,"biar gak mati lampu, pelunasan paylater shopee kemarin",Tagihan,438858.0
2024-02-20,"gak dilihat-lihat lagi, alokasi ethereum eth",Investasi,408000.0
2024-02-26,honor uang bulanan ortu,Pendapatan,226944.0
2021-02-20,bayar vidio premier liga inggris dan langganan disney+ hotstar,Hiburan,81885.0
2023-03-16,deposit reksadana pasar uang bibit karena buat masa depan,Investasi,743702.0
2021-03-06,pengeluaran materai 10000 kantor pos karena mendadak butuh cepat,Lain-lain,58058.0
2024-10-23,order buku social media,Belanja,70000.0
2021-08-27,gofood mie iblis lv di warung depan,Konsumsi,114000.0
2023-10-21,nitip nasi ayam geprek pake grab,Konsumsi,66000.0
2023-10-30,"kalah taruhan bola, langganan vidio premier liga inggris",Hiburan,325000.0
2022-08-11,"buat jaga kondisi badan, bayar minyak kayu putih cap lang",Kesehatan,103482.0
2022-11-18,shopeefood kfc soup di abang-abang,Konsumsi,138000.0
2024-12-18,order tali gantungan strap,Belanja,7500.0
2023-03-06,"dapet promo murah, bayar chatgpt plus ai",Hiburan,90000.0
2023-10-14,topup kereta kai eksekutif dan transjakarta busway,Transportasi,184000.0
2024-01-12,bayar lrt jabodebek cibubur dan angkot 06,Transportasi,80000.0
2023-04-07,madame gie lipill -,Belanja,24000.0
2023-06-09,checkout set sarung bantal-guling,Transportasi,27000.0
2024-07-21,baju anak |,Belanja,52000.0
2023-02-19,nge-grab sei sapi sambal,Konsumsi,110000.0
2023-03-20,bakar uang buat rental ps5 sejam dan bioskop xxi premiere,Hiburan,78518.0
2022-08-10,tadi pesen mie iblis bang jago,Konsumsi,61000.0
2023-07-31,beli songkok peci bhs,Belanja,370000.0
2023-10-09,nyobain fresh milk brown deket kosan,Konsumsi,76000.0
2024-08-28,order anker soundcore r50i,Belanja,189000.0
2024-12-30,periksa obat bodrex extra lagi alhamdulillah sehat,Kesehatan,72986.0
2023-11-14,jajan bubur ayam special bu sari,Konsumsi,49000.0
2024-07-09,topup kredit motor beat via mbanking bca,Tagihan,75095.0
2023-01-16,akulaku cicilan hp otomatis potong saldo,Tagihan,77000.0
2024-12-28,bandana segitiga,Transportasi,100000.0
2023-02-16,go-food in cilor maklor depan sd lagi ngidam tiba-tiba,Konsumsi,41000.0
2022-05-28,tempe goreng mas agus via gofood,Konsumsi,107000.0
2022-01-02,benerin lampu philips 10 watt,Tagihan,38729.0
2021-07-31,pesen dendeng balado di abang-abang,Konsumsi,22000.0
2023-08-04,order keramik lantai 40x40 mulia,Belanja,75000.0
2024-08-03,beli sarung tangan plastik,Belanja,15000.0
2023-10-22,flash sale !!!,Belanja,40500.0
2023-04-25,checkout bando polos aksesoris rambut,Transportasi,4000.0
2024-01-12,topup ganti oli motul dan servis motor rutin,Transportasi,125000.0
2024-04-08,ayam mix sapi raw,Konsumsi,24000.0
2020-02-20,nyobain alpukat kerok mbak yanti di warung depan,Konsumsi,50000.0
2023-05-15,my baby hair &,Belanja,13350.0
2022-02-27,bungkus starbucks gifting,Konsumsi,36000.0
2022-12-24,beli panadol flu dan batuk dan obat bodrex extra,Kesehatan,8245.0
2024-11-25,ongkos urus denda tilang polisi lalu lintas apes banget kena tilang,Lain-lain,296373.0
2024-11-01,topup pulsa telkomsel kaget,Tagihan,79199.0
2023-07-05,ongkos travel baraya jakarta bandung dan grabcar economy,Transportasi,40000.0
2022-06-30,tagihan iuran rt/rw komplek karena sisa setengah lagi,Tagihan,144585.0
2024-03-13,nyemil gorengan mendoan hangat ditraktir temen,Konsumsi,140000.0
2023-01-07,order bubuk minuman black,Konsumsi,57500.0
2024-09-27,order rinnai ri-150 cc kompor,Belanja,312099.0
2021-01-26,naik lrt jabodebek cibubur pulang pergi,Transportasi,5749.0
2024-06-09,order sarung bantal dan,Transportasi,21000.0
2022-07-28,ongkos urus ongkir anteraja same day buat jaga-jaga amal,Lain-lain,17035.0
2024-04-24,nivea body lotion extra,Kesehatan,35434.0
2023-11-13,gofood cah tauge cak udin,Konsumsi,75000.0
2023-08-01,lip serum pemerah,Kesehatan,84500.0
2023-03-24,biaya netflix premium 4k pas kebutuhan batin,Hiburan,467000.0
2023-04-05,beli lampu tidur / led,Belanja,50000.0
2023-03-25,langganan biliar bareng temen tongkrongan gegara me time berharga,Hiburan,56000.0
2023-07-12,isi travel baraya jakarta bandung dan krl commuter line,Transportasi,11054.0
2024-10-01,implora lip crayon satin,Belanja,23500.0
2023-06-23,bonus jual buku bekas kuliah dari client luar,Pendapatan,704497.0
2023-09-29,patungan service ac kosan gak dingin mumpung wajib bulanan kosan,Tagihan,24000.0
2021-12-14,paket lakor mas agus pake grab,Konsumsi,77000.0
2023-12-18,beli bosskunci kunci motor,Transportasi,4500.0
2024-09-19,[new shades] omg,Belanja,22325.0
2024-03-24,"biar gak mati lampu, cicil paket data by.u 50gb",Tagihan,506000.0
2020-08-28,makan panas 2 with di pasar,Konsumsi,24000.0
2023-05-17,poloparis - koper,Transportasi,200000.0
2023-06-16,beli nasi padang lauk rendang ditraktir temen,Konsumsi,95000.0
2020-10-18,jajan paket lele bakar,Konsumsi,75000.0
2023-11-02,biaya konser musik indie dan youtube premium no iklan,Hiburan,358000.0
2024-10-03,order hanasui mattedorable lip,Belanja,32938.0
2021-04-19,kasih denda tilang polisi lalu lintas akhir bulan kering,Lain-lain,12174.0
2022-11-25,check-up panadol flu dan batuk alhamdulillah sehat,Kesehatan,32030.0
2020-12-25,ayam bakar - pak min di warung depan,Konsumsi,97000.0
2024-03-16,barbie color reveal,Belanja,449910.0
2023-03-04,dark luna by,Belanja,140000.0
2024-03-01,alokasi saham tlkm telkom dan koin tokocrypto tko,Investasi,142969.0
2024-06-05,netflix premium 4k healing bentar penat,Hiburan,13586.0
2023-12-10,order decathlon kiprun sabuk lari,Belanja,137000.0
2023-12-30,tagihan akulaku cicilan hp,Tagihan,425000.0
2021-12-10,shopeefood nasi ayam di abang-abang,Konsumsi,72000.0
2023-08-27,pupuk npk mutiara,Investasi,24638.0
2023-11-18,buy 1 bang jago di pinggir jalan,Konsumsi,53000.0
2024-12-30,beli vetto lampu tidur,Belanja,19834.0
2024-12-14,beli nadira dubai shawi,Belanja,74250.0
2023-01-22,"sisa setengah lagi, auto debet air pdam bulanan",Tagihan,30291.0
2022-12-02,topup paylater shopee kemarin berat tapi wajib,Tagihan,48719.0
2023-05-29,print skripsi berwarna jilid akhir bulan kering,Lain-lain,3108.0
2024-03-04,order sundais perfume - champion,Belanja,99000.0
2024-08-29,bayar sapu lantai mangkok lagi rusak mendadak,Tagihan,47315.0
2021-06-06,makan brownies original toko sebelah kantor,Konsumsi,129000.0
2023-05-29,order toples plastik kue,Belanja,12200.0
2023-08-18,cbd collagen hair serum,Kesehatan,65500.0
2023-07-26,beli beras sania 5kg dekat rumah banget,Belanja,327000.0
2023-11-05,order sneakypair leveler brilliant white,Belanja,349000.0
2023-08-12,ultramat - keset,Transportasi,28900.0
2019-12-14,gofood panas 1,Konsumsi,95000.0
2024-07-14,spotify family plan me time berharga,Hiburan,128285.0
2022-08-13,tadi pesen pizzaderman,Konsumsi,127000.0
2024-06-21,beli 10 mie gaga mix,Konsumsi,36608.0
2019-12-20,nyobain nasi + lele warung langganan di warung langganan,Konsumsi,59000.0
2023-10-22,biaya langganan disney+ hotstar,Hiburan,235000.0
2023-04-30,order prestone brake fluid,Belanja,42000.0
2019-09-30,shopeefood panas 2 spicy toko langganan,Konsumsi,50000.0
2023-03-11,order bulog - beras,Konsumsi,79400.0
2019-10-05,meat lovers pak min di abang-abang,Konsumsi,131000.0
2021-06-11,topup grabcar economy,Transportasi,9838.0
2022-03-17,topup kartu kredit bca everyday,Tagihan,41543.0
2022-08-03,serok bawah koin tokocrypto tko buat diversifikasi biar aman,Investasi,379869.0
2020-01-07,bungkus paket hemat di shopeefood,Konsumsi,144000.0
2024-04-04,cicil kredivo limit baru,Tagihan,95481.0
2023-02-16,nambal krl commuter line,Transportasi,141000.0
2023-07-25,travel baraya jakarta bandung ke mall liat-liat,Transportasi,14643.0
2021-11-18,nyobain dory fray,Konsumsi,110000.0
2024-10-27,checkout kijang krista peredam,Transportasi,770000.0
2021-05-28,bakar uang buat spotify family plan pas bareng pacar tersayang,Hiburan,170646.0
2022-05-08,"ikhlasin aja dah, sedekah bungkus kado temen ultah",Lain-lain,18446.0
2022-09-01,shopeefood nasi ayam balado,Konsumsi,42000.0
2023-11-01,nasi + bang jago di kantin,Konsumsi,91000.0
2023-08-07,checkout hairdryer hymess - pengering,Belanja,699000.0
2023-05-12,order sayurhd sayur fumak siomak,Belanja,10500.0
2024-08-10,beli wekoi intelligent sensor,Belanja,89000.0
2024-04-04,pesen cilor maklor depan sd kaki lima,Konsumsi,152000.0
2024-01-26,beli saham tlkm telkom dan deposito bca setahun,Investasi,165000.0
2024-06-21,order madu turki kemasan jar,Investasi,135000.0
2023-11-05,lagi pengen kangkung cah di warung langganan,Konsumsi,116000.0
2024-04-21,beli mainan mobil stunt triceratops,Transportasi,28900.0
2021-02-04,reksadana sucorinvest equity gak dilihat-lihat lagi,Investasi,422605.0
2022-10-11,sewa ojol nyasar pulang pergi,Transportasi,35208.0
2019-11-10,nitip milk tea deket kantor,Konsumsi,69000.0
2024-05-05,beli bensin parkir motor liar buat eceran pinggir jalan,Transportasi,23000.0
2024-02-08,checkout genshin impact payung umbrella,Belanja,659000.0
2023-10-26,bayar sewa kosan ac bulanan,Tagihan,608000.0
2024-05-17,konsul masker medis sensi 1 box,Kesehatan,7613.0
2023-03-31,softex comfort night 29cm,Belanja,32012.0
2024-02-02,halodoc spesialis dalam alhamdulillah sehat,Kesehatan,456000.0
2023-07-22,belanja sepatu ventela public buat pakai voucher diskon,Belanja,18000.0
2023-10-03,sewa ganti oli motul mumpung di spbu pertamina,Transportasi,29982.0
2023-09-08,biaya urut tradisional keseleo musim hujan rawan sakit,Kesehatan,282000.0
2023-01-22,langganan rental ps5 sejam buat push rank epic,Hiburan,205000.0
2023-09-03,pesen gudeg jogja komplit dan nasi uduk ayam goreng,Konsumsi,128000.0
2023-12-23,paket data by.u 50gb udah jatuh tempo h-1,Tagihan,586000.0
2023-07-29,buku ajar psikologi kesehatan,Belanja,108000.0
2024-11-26,beli olike t112 true wireless,Transportasi,110000.0
2023-08-06,dextone no more,Belanja,29077.0
2022-05-15,sewa lrt jabodebek cibubur,Transportasi,22633.0
2023-03-14,"lagi ngidam tiba-tiba, jajan sate taichan senayan",Konsumsi,211000.0
2023-05-25,topup rental ps5 sejam buat malam minggu,Hiburan,376000.0
2024-05-28,beli ik177 bandana pria dan,Transportasi,9400.0
2021-12-09,nitip paket ayam 1 di mall,Konsumsi,106000.0
2022-10-09,"sama temen kampus, beli tiket diamond ml promo",Hiburan,147099.0
2023-10-29,carter servis motor rutin,Transportasi,101000.0
2024-02-10,sewa rental ps5 sejam sekali-kali boros,Hiburan,404000.0
2021-07-06,ice choco,Konsumsi,101000.0
2024-07-28,beli miyako setrika ei,Tagihan,124900.0
2021-03-26,laundry kiloan express buat stok sebulan,Tagihan,20113.0
2024-09-06,carter lrt jabodebek cibubur dan pertamax turbo shell,Transportasi,20246.0
2024-04-13,[promo] headset handsfree earphone,Belanja,35000.0
2023-09-03,checkout foxtail premium balaclava,Kesehatan,59000.0
2023-03-29,bayar kondangan temen sma wajib banget dibayar,Lain-lain,268540.0
2024-04-29,order sandal pria walker,Belanja,54900.0
2024-03-06,tebus obat tolak angin cair 5 sachet dan cek darah lab prodia,Kesehatan,270000.0
2023-06-12,beli bensin lrt jabodebek cibubur dan tol dalam kota,Transportasi,123000.0
2019-10-01,lotis bang jago di warung depan,Konsumsi,105000.0
2023-12-11,kapur barus kamar mandi biar bersih wangi,Tagihan,16058.0
2024-08-03,booking biliar bareng temen tongkrongan,Hiburan,83809.0
2024-02-05,bayar biznet home fiber otomatis potong saldo,Tagihan,685000.0
2023-08-21,beli jam tangan lari,Belanja,24900.0
2023-06-28,checkout k1758 sepatu wanita import,Transportasi,459000.0
2023-05-15,bungkus lotek double bakwan bu rt,Konsumsi,139000.0
2019-10-28,makan susu capucino deket kantor,Konsumsi,28000.0
2023-06-09,beli celengan target 30 jt,Belanja,34500.0
2023-12-25,honor jual buku bekas kuliah,Pendapatan,80806.0
2021-04-28,beli tiket diamond ml promo biar gak bosen di kosan,Hiburan,44079.0
2023-04-03,isi e-money mandiri kartu mumpung di spbu pertamina,Transportasi,13000.0
2023-02-12,terima uang bulanan ortu,Pendapatan,272217.0
2023-09-30,tadi pesen paket ayam di mall,Konsumsi,44000.0
2019-11-27,nitip mendoan,Konsumsi,120000.0
2024-07-17,wardah lip cream,Belanja,94050.0
2021-03-23,nabung saham bbca bank bca buat gak dilihat-lihat lagi,Investasi,557295.0
2021-08-02,nyobain personal snack,Konsumsi,42000.0
2024-01-07,order tanaman hias hidup,Belanja,155300.0
2024-04-13,tebus obat halodoc spesialis dalam dan urut tradisional keseleo,Kesehatan,16696.0
2023-10-20,order pupuk organik cair,Belanja,160000.0
2022-01-02,deposit koin tokocrypto tko,Investasi,578014.0
2021-09-27,"eceran pinggir jalan, bayar transjakarta busway",Transportasi,11073.0
2023-08-03,carter ojol nyasar,Transportasi,9901.0
2024-02-19,spotify family plan buat push rank epic,Hiburan,247000.0
2022-04-15,shopeefood mie iblis khas bandung,Konsumsi,145000.0
2022-07-14,nyobain french fries large bu rina,Konsumsi,127000.0
2023-08-14,tiket dufan ancol healing bentar penat,Hiburan,74399.0
2024-02-28,beli keset anti slip kamar,Belanja,30000.0
2021-05-07,order paket ena deket kosan,Konsumsi,52000.0
2023-05-18,sarung bantal microtencel,Transportasi,40000.0
2024-02-22,beli dispenser uchida maspion,Transportasi,260000.0
2023-06-08,order lego minifigures series,Belanja,99000.0
2022-10-21,nge-mc acara kampus dari client luar,Pendapatan,688550.0
2023-09-02,checkout [4 ball] softex gravity,Belanja,62652.0
2024-09-13,beli cap lang balsem,Belanja,17900.0
2021-04-01,bayar wifi indihome 30mbps bulan ini lunas,Tagihan,18178.0
2024-07-20,beli roster beton / roster,Belanja,10000.0
2023-07-31,bayar netflix premium 4k healing bentar penat,Hiburan,285000.0
2024-12-09,checkout birthday cake night lamp,Belanja,115000.0
2023-10-18,rumahbully | cat,Belanja,24999.0
2023-03-14,tas selempang atau shoulder,Belanja,119500.0
2022-07-06,bayar vitamin c ipi botol kecil dan urut tradisional keseleo,Kesehatan,34225.0
2022-09-06,naik servis motor rutin dan grabcar economy,Transportasi,13139.0
2023-08-29,checkout sandal pria cansual distro,Belanja,69900.0
2023-12-26,nongkrong pesen ayam geprek bensu dan gado-gado lontong,Konsumsi,71000.0
2022-05-27,cicil iuran rt/rw komplek dan bpjs kesehatan kelas 3,Tagihan,65119.0
2023-08-04,lrt jabodebek cibubur ke kantor buru-buru,Transportasi,217000.0
2024-03-28,checkout sepatu slip on,Belanja,79900.0
2024-03-14,(bisa cod) karburator,Belanja,125000.0
2023-10-24,"di warteg, bungkus hokben simple set",Konsumsi,20000.0
2023-03-01,ongkos parkir motor liar pas lagi macet parah,Transportasi,87000.0
2024-09-20,beli miyako blender 3,Belanja,304821.0
2023-02-12,setor iuran rt/rw komplek dan paylater shopee kemarin,Tagihan,555634.0
2021-09-17,nasi goreng pak kumis deket kampus,Konsumsi,121000.0
2023-11-18,setor air pdam bulanan biar gak mati lampu,Tagihan,252000.0
2023-08-29,after beaute moist matte,Belanja,129000.0
2024-12-23,checkout karet sambungan manipol,Belanja,55000.0
2024-03-19,checkout raikeni kimono rindu,Belanja,181000.0
2024-11-08,bonus nge-mc acara kampus dari client luar,Pendapatan,192285.0
2023-12-14,beli kotak bekal anak 4,Konsumsi,7700.0
2024-10-04,checkout handuk putih hotel,Belanja,55000.0
2021-02-16,ganti sewa kosan ac bulanan kos putri ketat,Tagihan,13765.0
2024-11-26,beli b erl eye,Belanja,154700.0
2023-12-23,bayar servis motor rutin gegara ke stasiun sudirman,Transportasi,240000.0
2021-02-03,bungkus kado temen ultah wajib banget dibayar,Lain-lain,8525.0
2023-10-03,bayar fotocopy ktp dan kk karena darurat gak ada pilihan,Lain-lain,427000.0
2023-02-28,order softener / pelembut,Belanja,53000.0
2023-10-17,order bibit tanaman buah alpukat,Belanja,30250.0
2020-09-16,beli gudangan di kantin,Konsumsi,53000.0
2022-02-01,naik mrt jakarta hi,Transportasi,16435.0
2023-12-16,beli sunmi beras pandan wangi,Konsumsi,169700.0
2023-09-28,ongkir anteraja same day wajib banget dibayar,Lain-lain,436000.0
2024-03-28,dokter gigi cabut gigi puskesmas terdekat aja,Kesehatan,215000.0
2024-10-27,order setrika maspion ha-110,Transportasi,155200.0
2024-02-12,beli minyak kayu putih cap lang pas buat jaga kondisi badan,Kesehatan,29568.0
2024-05-06,biaya parkir liar indomaret dan pengamen jalanan ngamen,Lain-lain,475000.0
2024-06-03,token listrik pln 100k biar gak mati lampu,Tagihan,128176.0
2023-07-13,sampah rt bulanan wajib bulanan kosan,Tagihan,69125.0
2024-03-03,deposit saham bbca bank bca dan sbn ritel obligasi negara,Investasi,272093.0
2023-09-13,order arafa hijab -,Belanja,90000.0
2023-05-30,"alhamdulillah sehat, bayar halodoc spesialis dalam",Kesehatan,347000.0
2024-03-12,family mate /,Belanja,345000.0
2020-05-01,pesen salted egg lewat ojol,Konsumsi,65000.0
2023-11-22,peci songkok kopiah nasional,Konsumsi,30000.0
2020-02-09,makan paket original chicken bang jago di mall,Konsumsi,55000.0
2023-04-12,"udah jatuh tempo h-1, topup paylater shopee kemarin",Tagihan,358000.0
2024-02-05,beli lucido-l hair vitamin,Kesehatan,55888.0
2021-04-12,naik kereta kai eksekutif ke stasiun sudirman,Transportasi,22242.0
2023-07-02,order nasi + di kantin,Konsumsi,104000.0
2023-06-06,buah mangga harum manis,Belanja,30000.0
2023-11-20,order makarizo t1 techno nature,Belanja,56500.0
2022-08-24,konser musik indie me time berharga,Hiburan,28607.0
2019-12-15,beli sate taichan deket kantor,Konsumsi,132000.0
2023-01-17,beli telur ayam negeri,Belanja,62900.0
