tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user,Nama Toko,Lokasi Toko,Terjual,Jumlah Ulasan,Rating,Diskon (%),Produk URL,id,review,rating,createdAt,lastComment,qtyItem,orderedAt,tagsData,replayComment,timeReplayComment
,,shopeefood nasi goreng seafood yang lagi viral via gofood,Konsumsi,81000.0,Pengeluaran,,,,,,,,,,,,,d2db14fb-9c7a-4e91-9564-1099c510883d,Terlalu asin...🤑🤑,2.0,2020-12-13T19:33:24.128+07:00,,2.0,2020-12-13T03:21:32.403383Z,,,
2/21/2023,10:24,Serok Bawah Kripto Indodax Koin Solana,Investasi,2798000.0,Pengeluaran,Mandiri,jkt,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Jajan Burger Bangor deket rumah,Konsumsi,90000.0,Pengeluaran,,,,,,,,,,,,,82fd730d-2e75-4246-9a72-746192f71f74,Kentangnya terlalu kering seperti keripik,3.0,2022-07-13T19:48:38.835084+07:00,,3.0,2022-07-13T12:02:21.738757Z,,,
,,Checkout SOKA Kaos Kaki Original,Transportasi,17900.0,,,,,,,three dots,Kab. Garut,100+ terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=SOKA+Kaos+Kaki+Original,,,,,,,,,,
3/8/2021,16:02,"Bawa Barang Banyak, Naik Pertamax Turbo Shell",Transportasi,16252.0,Pengeluaran,ShopeePay,Bekasi,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
1/13/2023,3:36,Beli Uang Kas Karang Taruna Komplek Udah Habis Kosong,Tempat Tinggal,1017000.0,Pengeluaran,ovo,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
1/15/2023,19:08,Biaya Parkir Liar Indomaret Buat Relain Aja,Lain-lain,1379.0,Pengeluaran,Cash,Bogor,Pending,Android 12,buat laporan,,,,,,,,,,,,,,,,,
,,Keripik USUS CRISPY,Konsumsi,17100.0,,,,,,,Macaroni Mangade,Kota Malang,100+ terjual,100+ ulasan,4.8,0.0,https://www.tokopedia.com/macaronimangade/keripik-usus-crispy-mangade-kemasan-box-200gr,,,,,,,,,,
15/02/2023,7:20,"Biar Fit Terus, Periksa Promag Cair Sakit Maag",Kesehatan,475000.0,Pengeluaran,Cash,Bdg,Gagal,Android 13,,,,,,,,,,,,,,,,,,
,,beli bluetooth earphone wireless power,Transportasi,218500.0,,,,,,,Hepu Store,Indonesia,4 terjual,0 ulasan,5.0,5.0,https://www.tokopedia.com/search?q=Bluetooth+Earphone+Wireless+Power+bank+HP-670,,,,,,,,,,
2/20/2024,14:47,Transaksi Lainnya,,189000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Checkout Kaos Kaki Wanita,Transportasi,22480.0,,,,,,,Rove Store,Bekasi,7 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/rovestore/kaos-kaki-wanita-lucu-cute-puppy-shiba-inu-japanese-brand,,,,,,,,,,
,,checkout kulkas lemari es 1,Belanja,1850000.0,,,,,,,Semeru Elektronik Solo,Solo,10 terjual,10 ulasan,5.0,0.0,https://www.tokopedia.com/semeruelektronik/kulkas-lemari-es-1-pintu-sharp-sjx167mgdb-terbaru-murah-2019,,,,,,,,,,
3/17/2024,21:45,Pesan Ganti Oli Motul Dan Maxim Bike,Transportasi,17880.0,Pengeluaran,LinkAja,Surabaya,Pending,iOS 17,,,,,,,,,,,,,,,,,,
5/12/2024,12:24,Nambal Travel Baraya Jakarta Bandung,Transportasi,,Pengeluaran,QRIS,tangsel,Pending,Windows Web,,,,,,,,,,,,,,,,,,
4/17/2021,11:40,Pemasukan Dari Uang Bulanan Ortu Dan Beasiswa Kampus Turun,Pendapatan,166235.0,Pemasukan,QRIS,Jakarta,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
7/4/2021,15:51,Honor Kerja Part-Time Kafe Gegara Alhamdulillah Cair,Pendapatan,238169.0,Pemasukan,Cash,Surabaya,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
6/27/2023,1:13,Transaksi Lainnya,,614000.0,Pengeluaran,GOPAY,,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Grabfood Slice Tiramisu di pasar,Konsumsi,76000.0,Pengeluaran,,,,,,,,,,,,,1a678f08-6cd6-47ce-8c33-b76e99d6374c,"rasa mascarpone cheese nya gak berasa sm sekali,perpaduan rasa coffee dan cream cheesenya kurang",1.0,2022-12-12T23:35:38.039356+07:00,,1.0,2022-12-11T09:28:13.739356Z,CANNED_RESPONSE_TASTE,,
,,order keset handuk polos,Transportasi,23250.0,,,,,,,Goldpine,Kota Bandung,1rb+ terjual,31 ulasan,4.9,7.0,https://www.tokopedia.com/goldpine/keset-handuk-polos-40x60-keset-bagus-tebal,,,,,,,,,,
,,Checkout Maspion Cermin Kaca,Transportasi,68794.0,,,,,,,Home Electro,Jakarta,1 terjual,,0.0,0.0,https://www.tokopedia.com/homeelectro/maspion-cermin-kaca-dinding-gantung-hanging-mirror-wall-b-m012-oval,,,,,,,,,,
11/5/2021,20:55,Dollar Cost Averaging Bitcoin Btc Dan Reksadana Pasar Uang Bibit,Investasi,1471115.0,Pengeluaran,LinkAja,Depok,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Checkout Octarine - VANILLA,Belanja,25000.0,,,,,,,bjorkafragrance,Indonesia,750+ terjual,Tidak tersedia,4.9,0.0,https://www.tokopedia.com/search?q=Octarine+VANILLA+CAKE+Parfum,,,,,,,,,,
1/25/2023,18:53,Maxim Bike Di Spbu Pertamina,Transportasi,,Pengeluaran,OVO,JAKARTA,Berhasil,Android 12,warna hitam,,,,,,,,,,,,,,,,,
,,Checkout Setrika Philips Classic,Belanja,359000.0,,,,,,,Toko Elektronik Cilacap,Kab. Cilacap,13 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/search?st=product&q=Setrika+Philips+Classic+HD1172+Original,,,,,,,,,,
9/17/2024,12:25,Ngelunasin Kredit Motor Beat,Tagihan,423525.0,Pengeluaran,QRIS,Online,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
4/6/2023,1:44,Beli Bensin Angkot 06 Ke Mall Liat-Liat,Transportasi,72000.0,Pengeluaran,Gopay,Online,Berhasil,iOS 17,titip satpam,,,,,,,,,,,,,,,,,
,,order anker zolo 10000mah,Transportasi,489000.0,,,,,,,Anker Indonesia,Surabaya,2rb+ terjual,2rb+ ulasan,5.0,0.0,https://www.tokopedia.com/anker-indonesia/anker-zolo-10000mah-30w-magnetic-power-bank-a1685,,,,,,,,,,
4/2/2024,21:04,Tebus Obat Cek Darah Lab Prodia,Kesehatan,,Pengeluaran,GOPAY,,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,shopeefood nasi + di abang-abang,Konsumsi,46000.0,Pengeluaran,,,,,,,,,,,,,2f39947a-8661-49d2-b30f-b93b68880809,enak ayamnya cuman cuminya terlalu banyak tepung,5.0,2023-11-14T11:33:13.021114+07:00,,2.0,2023-11-14T03:42:50.407613Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE,,
12/1/2022,22:12,Isi Bensin Pertalite Spbu,Transportasi,20988.0,Pengeluaran,LinkAja,Online,Pending,iOS 17,pake promo,,,,,,,,,,,,,,,,,
10/20/2024,09:05,Pemasukan Dari Joki Tugas Skripsi Dan Thr Lebaran Dari Om,Pendapatan,3528859.0,Pemasukan,QRIS,Jakarta,Berhasil,Android 12,buat laporan,,,,,,,,,,,,,,,,,
7/23/2022,23:11,"Pulang Pergi, Ongkos Maxim Bike",Transportasi,20440.0,Pengeluaran,ShopeePay,Online,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
4/8/2023,4:25,Beli Tiket Mabar Warnet Vip Dan Spotify Family Plan,Hiburan,283000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Android 12,titip satpam,,,,,,,,,,,,,,,,,
,,Beli MARINA NATURAL HAND,Kesehatan,10879.0,,,,,,,Apotek Sehat Online,Jakarta,1 terjual,1 ulasan,5.0,0.0,https://www.tokopedia.com/search?st=product&q=Marina+Natural+Nutri+Serum+190ml,,,,,,,,,,
5/17/2023,3:41,"Ke Mall Liat-Liat, Sewa Grabcar Economy",Transportasi,78000.0,Pengeluaran,OVO,Bdg,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,beli dalleya collection - virgoun,Belanja,94100.0,,,,,,,DALLEYA SHOES,Indonesia,2 terjual,0,5.0,0.0,https://www.tokopedia.com/dalleyashoes/dalleya-collection-virgoun-high-heels-wanita-casual-by-lily-shoes,,,,,,,,,,
9/30/2022,15:14,Topup Paket Data By.U 50Gb,Tagihan,47051.0,Pengeluaran,LinkAja,Surabaya,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,"order alas bulu coklat, 50",Konsumsi,30000.0,,,,,,,Karpet Bulu Yabes,Kota Administrasi Jakarta,100+ terjual,0 ulasan,4.9,0.0,https://www.tokopedia.com/yabes/alas-bulu-coklat-50-x-150-cm,,,,,,,,,,
8/22/2023,11:42,Checkout Jam Tangan Casio Iluminator Di Alfamart Mall,Belanja,,Pengeluaran,BCA Virtual Account,Depok,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
3/29/2023,11:03,Ngelunasin Paket Data By.U 50Gb Bulan Depan Lunas Amin,Tagihan,623621.0,Pengeluaran,OVO,Jakarta,Berhasil,Android 13,pake promo,,,,,,,,,,,,,,,,,
2/23/2024,1:00,Tol Dalam Kota Ke Stasiun Sudirman,Transportasi,58000.0,Pengeluaran,Mandiri,tangsel,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
6/1/2021,20:22,"Buat Nabung Saham, Terima Hadiah Lomba 17An",Pendapatan,3464454.0,Pemasukan,ShopeePay,Bekasi,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,ayam rendang yang lagi viral deket kampus,Konsumsi,120000.0,Pengeluaran,,,,,,,,,,,,,9b5020c0-8ef0-4935-8899-8129241d5638,"awwww ini enak bangetttzzzz, aku bisa aja bikin puisi buat nasi padang buatan anda cuman males.... jadi ku rate fullll brutall ajahhh lope u 😚😋✨🧚",5.0,2023-11-22T20:22:30.712426+07:00,,3.0,2023-11-22T12:00:55.766987Z,CANNED_RESPONSE_TASTE CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_VALUE CANNED_RESPONSE_PACKAGING,,
,,beli king rabbit cloudy,Transportasi,98000.0,,,,,,,King Rabbit,Kab. Tangerang,7rb+ terjual,0 ulasan,4.9,75.0,https://www.tokopedia.com/kingrabbit/king-rabbit-cloudy-pillow-soft-bantal-kepala-uk-50x70-cm,,,,,,,,,,
2/28/2021,08:20,Bpjs Kesehatan Kelas 3 Via Mbanking Bca,Tagihan,828201.0,Pengeluaran,OVO,Bekasi,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
5/16/2021,09:30,Bonus Joki Tugas Skripsi,Pendapatan,17218.0,Pemasukan,Dana,Bogor,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
10/7/2023,12:03,Serok Bawah Bitcoin Btc,Investasi,3347000.0,Pengeluaran,Cash,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
6/7/2022,16:06,Konsul Urut Tradisional Keseleo,Kesehatan,45172.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 16,pake promo,,,,,,,,,,,,,,,,,
,,beli pixy waterproof mascara,Belanja,38250.0,,,,,,,PIXY Store Surabaya,Kota Surabaya,2 terjual,,5.0,0.0,https://www.tokopedia.com/pixy/pixy-waterproof-mascara,,,,,,,,,,
3/11/2024,0:30,Bakar Uang Buat Netflix Premium 4K Buat Push Rank Epic,Hiburan,,Pengeluaran,Gopay,Online,Gagal,Android 13,titip satpam,,,,,,,,,,,,,,,,,
,,8 pcs kuncil l,Belanja,57900.0,,,,,,,HW Tools Jkt,Kota Administrasi Jakarta Utara,30+ terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/hwtoolsjkt/8-pcs-kuncil-l-bintang-lipat-star-wrench-set,,,,,,,,,,
1/25/2024,21:09,Pemasukan Dari Thr Lebaran Dari Om Pas Buat Nabung Saham,Pendapatan,5436000.0,Pemasukan,Cash,Bandung,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
10/7/2023,10:28,Naik Mrt Jakarta Hi Buat Ke Mall Liat-Liat,Transportasi,168000.0,Pengeluaran,OVO,JAKARTA,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
9/10/2023,11:26,Bayar Parkir Motor Liar Mumpung Ke Stasiun Sudirman,Transportasi,70000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
5/3/2024,0:23,Bakar Uang Buat Nongkrong Warkop Sampe Pagi Dan Spotify Family Plan,Hiburan,303000.0,Pengeluaran,qris,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,sonifer jam adzan+iqomah,Belanja,504900.0,,,,,,,Sonifer Indonesia,Jakarta Utara,12 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/sonifer-indonesia/sonifer-jam-adzan-iqomah-otomatis-silver,,,,,,,,,,
1/10/2021,10:03,Pengeluaran Fotocopy Ktp Dan Kk Dan Parkir Liar Indomaret,Lain-lain,39892.0,Pengeluaran,Dana,Online,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
4/17/2024,19:40,Bayar Lrt Jabodebek Cibubur,Transportasi,,Pengeluaran,QRIS,Bdg,Berhasil,iOS 16,titip satpam,,,,,,,,,,,,,,,,,
,,beli you cloud paint airy,Belanja,79800.0,,,,,,,YOU Beauty Official,Jakarta,1rb+ terjual,500+ ulasan,4.9,72.0,https://www.tokopedia.com/youbeauty,,,,,,,,,,
4/27/2024,13:31,Konsul Minyak Kayu Putih Cap Lang Pegel-Pegel Abis Olahraga,Kesehatan,377000.0,Pengeluaran,QRIS,Surabaya,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
2/14/2024,10:00,Serok Bawah Reksadana Sucorinvest Equity Dan Deposito Bca Setahun,Investasi,3917000.0,Pengeluaran,CASH,Tangerang,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
4/12/2023,0:04,Isi Tol Dalam Kota Mumpung Full Tank Biar Awet,Transportasi,194000.0,Pengeluaran,qris,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
17/03/2023,11:55,Admin Transfer Bank Beda Apes Banget Kena Tilang,Lain-lain,,Pengeluaran,Gopay,SBY,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
5/7/2023,0:01,Pre-Order Parfum Lokal Hmns Dan Kaos Polos Oversize,Belanja,1328000.0,Pengeluaran,BCA Virtual Account,JAKARTA,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
3/3/2023,3:04,"Transferan Masuk Bri, Pemasukan Dari Jualan Seblak Online",Pendapatan,9085000.0,Pemasukan,CASH,Depok,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,makan mie ayam,Konsumsi,50000.0,Pengeluaran,,,,,,,,,,,,,63157364-4fe1-4803-aac3-b41d57530633,"pesan mie ayam goreng. ada kuahnya dikit. wuenakk!
cuman dikemasnya klo pake styrofoam mie nya ngga diplastik jadi kuahnya luber semua ke plastik kresek",4.0,2022-07-29T08:08:16.454258+07:00,,1.0,2022-07-28T11:13:19.535053Z,CANNED_RESPONSE_PACKAGING,,
,,sgs vacuum cleaner robot,Belanja,300000.0,,,,,,,SGS Official Store,Indonesia,15 terjual,42 ulasan,4.9,0.0,https://www.tokopedia.com/search?q=SGS+Robotic+Vacuum,,,,,,,,,,
5/5/2024,12:22,Kapur Barus Kamar Mandi Titip Ibu Kos Di Depan,Tempat Tinggal,2618000.0,Pengeluaran,QRIS,Depok,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
30/03/2024,17:14,Pelunasan Pulsa Telkomsel Kaget,Tagihan,197000.0,Pengeluaran,CASH,jkt,Berhasil,Android 12,warna hitam,,,,,,,,,,,,,,,,,
6/25/2023,7:42,"Di Shopee Mall, Beli Kacamata Hitam Vintage",Belanja,1202000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
7/15/2022,19:20,Biaya Obat Tetes Mata Insto,Kesehatan,17311.0,Pengeluaran,Cash,Bekasi,Pending,Android 12,pake promo,,,,,,,,,,,,,,,,,
3/28/2024,4:50,Netflix Premium 4K Kalah Taruhan Bola,Hiburan,,Pengeluaran,Gopay,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
11/26/2023,7:08,Belanja Casing Hp Transparan Anti Crack Pas Pakai Voucher Diskon,Belanja,640000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
1/10/2024,4:20,Transaksi Lainnya,,117000.0,Pengeluaran,CASH,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Checkout Chest Strap Tali,Belanja,70000.0,,,,,,,Kamera Gadget Official,Indonesia,4.9rb+ terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/kameragadget/chest-strap-tali-dada-handphone-kamera,,,,,,,,,,
2/22/2021,15:04,Ember Cucian Baru Kos Putra Bebas,Tempat Tinggal,22073.0,Pengeluaran,Transfer Bank,Bandung,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,Beli Kebab Chijeu,Konsumsi,117000.0,Pengeluaran,,,,,,,,,,,,,ef59cb76-2b18-43e9-8f3b-88f345a1e193,enak.... enak.... enak....,5.0,2022-08-19T07:20:10.174906+07:00,,4.0,2022-08-16T14:36:01.110291Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_VALUE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_PORTION CANNED_RESPONSE_TASTE,,
,,PROMO TABLET AJAIB,Belanja,28000.0,,,,,,,DEPATOMALL,Kota Administrasi Jakarta Barat,8 terjual,,5.0,0.0,https://www.tokopedia.com/depatomall/promo-tablet-ajaib-washing-machine-tablet,,,,,,,,,,
,,order belanja sayur - jamur,Belanja,22500.0,,,,,,,BelanjaSayur,Jakarta Barat,0 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/belanjasayur/belanja-sayur-jamur-king-oyster-200gr-per-pack,,,,,,,,,,
6/19/2023,09:33,Vaksin Obat Merah Betadine Luka Dan Obat Tetes Mata Insto,Kesehatan,8745.0,Pengeluaran,QRIS,Depok,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
12/27/2024,16:51,Dapet Rezeki Freelance Web Design Dan Hadiah Lomba 17An,Pendapatan,372372.0,Pemasukan,Transfer Bank,Online,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
6/27/2023,2:01,Tebus Obat Promag Cair Sakit Maag Musim Hujan Rawan Sakit,Kesehatan,,Pengeluaran,GOPAY,,Pending,iOS 16,,,,,,,,,,,,,,,,,,
1/3/2023,10:41,Bakar Uang Buat Mabar Warnet Vip Kebutuhan Batin,Hiburan,123000.0,Pengeluaran,CASH,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Checkout Obat Masker Refil Masker,Kesehatan,6500.0,,,,,,,Toko di Tokopedia,Kota Administrasi Jakarta Barat,250+ terjual,,4.7,0.0,https://www.tokopedia.com/search?q=Obat+Masker+Refil+Masker+Rc+203,,,,,,,,,,
17/03/2024,9:15,Transaksi Lainnya,,84000.0,Pengeluaran,ovo,Jakarta,Pending,Android 12,,,,,,,,,,,,,,,,,,
,,Beli Fiorenza Dompet Kunci Mobil,Transportasi,199500.0,,,,,,,Fiorenza Official,Jakarta Pusat,200+ terjual,50+ ulasan,5.0,0.0,https://www.tokopedia.com/fiorenza/fiorenza-dompet-kunci-mobil-kulit-asli-elmer-keyholder-hitam-pola-rhombus,,,,,,,,,,
4/19/2023,6:58,"Wajib Banget Dibayar, Denda Uang Kas Kelas Bendahara",Lain-lain,99000.0,Pengeluaran,GOPAY,Depok,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
12/31/2023,14:46,Benerin Token Kosan Patungan Mumpung Titip Ibu Kos Di Depan,Tempat Tinggal,1553000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
10/18/2021,22:54,Uang Angpao Imlek Lumayan Buat Makan,Pendapatan,493521.0,Pemasukan,ShopeePay,Bogor,Berhasil,iOS 16,pake promo,,,,,,,,,,,,,,,,,
8/9/2023,23:59,Bayar Minyak Kayu Putih Cap Lang Dan Cek Darah Lab Prodia,Kesehatan,135807.0,Pengeluaran,QRIS,Bandung,Berhasil,iOS 16,pake promo,,,,,,,,,,,,,,,,,
,,double beef blackpepper di shopeefood,Konsumsi,124000.0,Pengeluaran,,,,,,,,,,,,,152de137-3de0-47b1-a54a-095b244fbb96,Cendol terlalu sedikit,3.0,2023-02-02T20:45:32.984983+07:00,,3.0,2023-02-01T14:14:40.37688Z,CANNED_RESPONSE_VALUE,,
,,Checkout TERMURAH !!! POWER,Transportasi,99000.0,,,,,,,Jakarta Barat Seller,Jakarta Barat,0 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/search?q=HIPPO+SKYLINE+3000MAH,,,,,,,,,,
3/7/2023,9:39,Cair Uang Thr Lebaran Dari Om Karena Gak Nyangka Dapet Segini,Pendapatan,4144000.0,Pemasukan,Cash,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
10/22/2021,10:21,Spotify Family Plan Sekali-Kali Boros,Hiburan,43865.0,Pengeluaran,OVO,Online,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,1 iced khas bandung di pasar,Konsumsi,112000.0,Pengeluaran,,,,,,,,,,,,,f4e1a090-c1fa-4d61-8690-8cba55336312,Recomended rasanya sangat enak bikin nagih,5.0,2023-10-12T15:21:57.467951+07:00,,1.0,2023-10-12T06:22:11.512569Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE CANNED_RESPONSE_CUTLERY,,
11/12/2023,08:18,Flazz Bca Card Buru-Buru Banget Telat,Transportasi,6488.0,Pengeluaran,Cash,Bekasi,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,nasi ayam goreng mbak yanti deket kantor,Konsumsi,25000.0,Pengeluaran,,,,,,,,,,,,,086c971b-ffce-4f17-b9e4-ba96d08173f2,potongan ayamny kurang besar,5.0,2021-06-10T10:28:24.406505+07:00,,1.0,2021-06-09T04:27:13.178728Z,,,
,,checkout tete rak buku,Konsumsi,359000.0,,,,,,,three dots Official,Kab. Tangerang,60+ terjual,45 ulasan,4.8,50.0,https://www.tokopedia.com/search?st=product&q=TETE+Rak+Buku+Susun+6+Tingkat,,,,,,,,,,
9/30/2023,17:27,Transaksi Lainnya,,233000.0,Pengeluaran,Mandiri,jkt,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
4/6/2023,19:32,Periksa Cek Darah Lab Prodia Badan Agak Meriang Demam,Kesehatan,9270.0,Pengeluaran,GOPAY,Online,Pending,Android 12,buat laporan,,,,,,,,,,,,,,,,,
12/27/2023,4:15,Langganan Tiket Dufan Ancol,Hiburan,255000.0,Pengeluaran,Gopay,Depok,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,gvl geovelli 2128,Belanja,185220.0,,,,,,,Geovelli,Indonesia,16 terjual,16 ulasan,5.0,55.0,https://www.tokopedia.com/geovelli/gvl-geovelli-2128-girlize-grey,,,,,,,,,,
10/28/2024,17:04,Profit Jual Crypto Hasil Begadang Semalaman,Pendapatan,476894.0,Pemasukan,ShopeePay,Majalaya Core,Berhasil,iOS 17,buat laporan,,,,,,,,,,,,,,,,,
9/19/2024,12:09,Topup Portofolio Sbn Ritel Obligasi Negara Lagi Target 1 Miliar Pensiun,Investasi,175242.0,Pengeluaran,QRIS,Tangerang,Pending,Android 12,,,,,,,,,,,,,,,,,,
2/13/2024,5:48,"Ke Stasiun Sudirman, Naik Angkot 06",Transportasi,208000.0,Pengeluaran,Mandiri,JAKARTA,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
9/6/2022,18:05,Dapat Kerja Part-Time Kafe Buat Nabung Saham,Pendapatan,439713.0,Pemasukan,OVO,Depok,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
12/7/2024,16:23,Vaksin Obat Merah Betadine Luka Dan Halodoc Spesialis Dalam,Kesehatan,56202.0,Pengeluaran,Cash,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
10/2/2024,13:03,Tebus Obat Promag Cair Sakit Maag Buat Jaga-Jaga Di Tas,Kesehatan,11000.0,Pengeluaran,qris,tangsel,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
6/9/2021,17:38,"Lebih Dari Ekspektasi, Gaji Hadiah Lomba 17An",Pendapatan,275883.0,Pemasukan,GOPAY,Surabaya,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
4/11/2024,4:13,Cair Uang Jualan Seblak Online Gak Nyangka Dapet Segini,Pendapatan,9059000.0,Pemasukan,ovo,,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
5/12/2024,22:31,Topup Parkir Motor Liar Dari Kosan Baru Bangun,Transportasi,7072.0,Pengeluaran,ShopeePay,Bandung,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,paket nasi yang lagi viral di warung langganan,Konsumsi,112000.0,Pengeluaran,,,,,,,,,,,,,aa847465-3233-44c2-bc89-1301f52fc5c6,sausnya bisa ditambah banyakin,4.0,2019-12-20T15:37:22.641+07:00,,1.0,2019-12-20T08:06:39.648622Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PRICE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
10/25/2024,15:51,Bayar Kartu Kredit Bca Everyday Dan Kredit Motor Beat,Tagihan,12723600.0,Pengeluaran,Transfer Bank,Depok,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
4/17/2023,09:29,Panadol Flu Dan Batuk Buat Jaga Kondisi Badan,Kesehatan,5729.0,Pengeluaran,Dana,Jakarta,Berhasil,Android 13,pake promo,,,,,,,,,,,,,,,,,
7/21/2024,22:02,Vaksin Koyo Salonpas Hangat Puskesmas Terdekat Aja,Kesehatan,7498.0,Pengeluaran,GOPAY,Surabaya,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,ayam bakar pak min di pujasera,Konsumsi,40000.0,Pengeluaran,,,,,,,,,,,,,ece3b88b-0229-4f64-a41d-4a2edd52a8e4,nasinya gak dikasih🥲,3.0,2023-10-25T09:04:53.273696+07:00,,3.0,2023-10-17T13:19:09.079294Z,CANNED_RESPONSE_PORTION,,
7/24/2023,7:56,Koin Tokocrypto Tko Diversifikasi Biar Aman,Investasi,2155000.0,Pengeluaran,CASH,Surabaya,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
7/16/2024,22:20,"Sakit Perut Gak Karuan, Vaksin Dokter Gigi Cabut Gigi",Kesehatan,90475.0,Pengeluaran,ShopeePay,Depok,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,order royal kludge rk l98,Belanja,1199999.0,,,,,,,Royal Kludge Indonesia,Jakarta,24 terjual,15 ulasan,5.0,0.0,https://www.tokopedia.com/royalkludgeid/royal-kludge-rk-l98-southpaw-wireless-3-mode-knob-96-full-size,,,,,,,,,,
