tanggal,deskripsi_transaksi,kategori,nominal
2023-08-07,nasi goreng,Konsumsi,61000.0
2024-12-26,esgotado sports bag,Belanja,245500.0
2023-07-31,main bowling,Hiburan,285000.0
2023-05-17,ojol ke tempat les,Transportasi,43000.0
2023-12-29,checkout kantong plastik kresek,Belanja,9470.0
2020-01-09,beli beef burger,Konsumsi,79000.0
2023-12-23,nyicil gantungan kunci label,Belanja,19999.0
2024-01-12,order papan jati belanda,Belanja,5000.0
2023-10-31,grabfood kfc,Konsumsi,54000.0
2024-05-16,order dompet paspor kulit,Belanja,78750.0
2023-10-26,sajadah travel / sajadah,Belanja,8988.0
2023-12-16,order scentnice promo paket spesial,Belanja,89000.0
2024-04-03,beli natural batu akik cincin,Belanja,200000.0
2023-05-08,order console box tray,Belanja,125000.0
2023-04-01,nyicil odol,Belanja,189000.0
2024-09-19,6pc celana dalam,Belanja,50000.0
2023-01-22,richicken 1,Konsumsi,141000.0
2022-12-29,jajan rocket 4,Konsumsi,29000.0
2023-08-23,checkout alfamart,Belanja,622000.0
2023-04-24,tarik tunai,Lain-lain,148000.0
2021-11-26,siomay,Konsumsi,43000.0
2023-03-07,jajan roti gembong golden,Konsumsi,62000.0
2023-11-12,uang duka,Lain-lain,203000.0
2023-02-16,bli makaroni ngehe,Konsumsi,125000.0
2023-08-30,set kotak makan dan,Belanja,189000.0
2023-10-31,minyak kayu putih,Kesehatan,335000.0
2023-10-25,langganan icloud,Tagihan,590000.0
2024-04-12,photobox,Hiburan,368000.0
2023-10-21,jajan nasi goreng,Konsumsi,115000.0
2023-07-11,servis motor,Transportasi,228000.0
2023-10-02,beli movi lokaal ice,Belanja,40000.0
2023-05-15,nyicil maybelline volum express mascara,Belanja,101500.0
2023-06-10,jajan telur gulung,Konsumsi,199000.0
2024-02-07,order analisis jaringan media,Belanja,130000.0
2023-11-01,nyicil buku novel drama,Belanja,120000.0
2024-09-28,surban bhs jaguar subaiyah,Belanja,324800.0
2023-08-30,grabfood chatime,Konsumsi,246000.0
2024-05-19,beli fabronfrags - parfum,Belanja,195000.0
2019-11-13,jajan es teh,Konsumsi,97000.0
2024-03-14,martabak,Konsumsi,184000.0
2023-09-27,obat flu,Kesehatan,336000.0
2023-03-23,combo ramadhan,Konsumsi,79000.0
2019-08-20,gofood nasi putih,Konsumsi,52000.0
2024-10-10,order cookeez makery interactive,Belanja,889911.0
2024-10-09,nyicil glad2glow bright&smooth 6in1 bundle-brightening,Belanja,205500.0
2021-11-13,sei sapi sambal,Konsumsi,120000.0
2023-10-13,order done handymade stater,Belanja,139000.0
2023-11-16,bayar wifi oxygen,Tagihan,454000.0
2021-01-15,beli sekul pecel,Konsumsi,105000.0
2019-12-25,gofood paket nasi l,Konsumsi,19000.0
2024-08-18,checkout termos stainless unik 500ml,Belanja,100000.0
2023-11-23,grabfood paket ena,Konsumsi,106000.0
2021-05-02,pesen rocket 7,Konsumsi,50000.0
2024-04-10,checkout shopee,Belanja,801000.0
2023-03-12,checkout gelang emas 24k,Belanja,599000.0
2023-03-27,grabfood es teh indonesia,Konsumsi,250000.0
2024-02-05,es oyen,Konsumsi,205000.0
2021-12-06,ayam geprek,Konsumsi,50000.0
2023-04-23,main bowling,Hiburan,394000.0
2023-06-08,checkout dijual murah stop lamp,Belanja,20000.0
2023-07-01,checkout smart blender cosmos murah,Belanja,575000.0
2024-03-21,nyicil kebaya panjang kebaya wisuda,Belanja,290000.0
2024-06-23,order laiv katalog wallpaper,Belanja,500000.0
2023-05-09,order hoodie navy human greatness,Belanja,89000.0
2019-10-11,pesen paket kecil,Konsumsi,65000.0
2024-03-08,nyicil hexaclear cairan ajaib,Belanja,15500.0
2022-01-23,king salted,Konsumsi,121000.0
2023-05-25,checkout leivy body wash sabun,Belanja,64000.0
2024-12-16,nyicil gian karakter - karpet,Belanja,699613.0
2024-04-17,langganan chatgpt,Hiburan,131000.0
2023-10-13,order jodoh (fahd pahdepie),Belanja,20000.0
2023-11-11,grabfood kebab sapi,Konsumsi,112000.0
2022-04-24,gofood pamer 7 krispy,Konsumsi,48000.0
2024-02-19,nyicil l'oreal paris fall,Belanja,39757.0
2021-08-10,grabfood ice green,Konsumsi,100000.0
2024-01-24,original source body mist,Belanja,38300.0
2024-07-07,beli single hook /,Belanja,4900.0
2024-07-03,checkout 12 pcs hanger,Belanja,17900.0
2024-06-09,checkout tas sekolah ransel pink,Belanja,75000.0
2023-11-10,grabfood jpops 2 dzn,Konsumsi,46000.0
2023-02-07,nyicil charger adaptor acer swift,Belanja,125000.0
2024-11-30,order careso body fragrance collection,Belanja,44000.0
2023-02-23,biaya rumah sakit,Kesehatan,163000.0
2024-02-14,nongkrong di rotio,Konsumsi,203000.0
2024-04-16,checkout jamur crispy aa sunda,Belanja,6580.0
2024-09-04,beli handuk mandi bamboo,Belanja,74999.0
2024-09-30,checkout de_best.store juicy stay,Belanja,69999.0
2023-02-26,parkir gym,Transportasi,39000.0
2022-08-02,value set,Konsumsi,84000.0
2019-08-26,grabfood rocket 8,Konsumsi,89000.0
2023-02-02,checkout all new tes cpns,Belanja,90000.0
2023-05-14,order kompor gas 1,Belanja,187000.0
2023-01-30,nyicil fsb - carla,Belanja,82050.0
2023-09-08,main biliar,Hiburan,334000.0
2023-07-01,azko otto klasse jas,Belanja,259100.0
2023-06-01,promag,Kesehatan,62000.0
2022-09-27,beli paket ayam 2,Konsumsi,101000.0
2024-11-17,beli hd kantong kresek,Belanja,20000.0
2023-12-15,ipl apartemen,Tempat Tinggal,480000.0
2023-06-20,beli keset kaki hotel,Belanja,59999.0
2022-12-04,grabfood telur dadar,Konsumsi,49000.0
2023-06-23,ongkir j&t,Lain-lain,396000.0
2024-05-15,nyicil gorden kaca samping,Belanja,34800.0
2023-03-08,iuran sampah,Tagihan,996000.0
2024-05-07,evolene evowhey protein,Belanja,720000.0
2021-10-27,beli nasi ayam tempe,Konsumsi,117000.0
2023-08-15,biaya transfer beda bank,Lain-lain,402000.0
2023-12-25,order marina eau de,Belanja,38850.0
2023-10-07,cicilan motor,Tagihan,157000.0
2023-07-26,antangin,Kesehatan,452000.0
2024-05-21,order boneka boba bantal boba,Belanja,90000.0
2023-12-30,topup ovo,Lain-lain,487000.0
2024-01-14,beli meja lipat lubang tengah,Belanja,238590.0
2024-12-05,pasta gigi /,Belanja,30988.0
2023-05-22,shopeefood bebek kaleyo,Konsumsi,123000.0
2024-01-05,tokocrypto,Investasi,500000.0
2023-10-19,cuci mobil,Transportasi,225000.0
2023-05-10,ataru set 4 pcs,Belanja,10700.0
2022-11-28,lemon tea,Konsumsi,102000.0
2024-12-24,kacamata hitam polos polari,Belanja,13999.0
2024-02-09,order tomex buku tulis spiral,Belanja,35500.0
2024-04-17,order vivan powerbank vpb-m10,Belanja,177000.0
2024-03-07,checkout gorden jendela serut,Belanja,22455.0
2023-03-27,checkout sendal karet premium,Belanja,55000.0
2024-04-17,order coffee table meja,Belanja,550000.0
2024-04-16,beli shuttlecock,Kesehatan,382000.0
2023-03-19,checkout kemeja pria lengan pendek,Belanja,90000.0
2020-10-23,jajan tahu walik,Konsumsi,48000.0
2023-09-11,saham icbp,Investasi,235000.0
2023-10-30,topup dana,Lain-lain,465000.0
2023-02-14,order kaca cermin hexagonal,Belanja,110000.0
2023-12-28,nyicil parfum,Belanja,273000.0
2023-08-22,order pintu aluminium kamar mandi,Belanja,860000.0
2023-05-07,grabfood soto daging,Konsumsi,36000.0
2020-09-11,beli bihun boreng,Konsumsi,95000.0
2022-11-02,gofood tantanmen,Konsumsi,144000.0
2019-11-28,matcha milk tea,Konsumsi,15000.0
2023-02-03,topup linkaja,Lain-lain,249000.0
2023-12-03,obat flu,Kesehatan,46000.0
2023-08-11,investree,Investasi,295000.0
2023-09-30,biaya bi fast,Lain-lain,330000.0
2024-12-18,order [special buy 1,Belanja,18000.0
2023-01-14,konser musik,Hiburan,425000.0
2024-08-27,nyicil paket kirian 3,Belanja,357500.0
2023-01-07,ganti oli,Transportasi,57000.0
2023-07-28,belanja di tiptop,Belanja,608000.0
2023-05-14,beli nasi goreng,Konsumsi,85000.0
2023-03-26,beli celana jeans lea,Belanja,68502.0
2023-03-11,main bowling,Hiburan,24000.0
2023-10-24,"nyicil granola (makanan halal, healthy",Belanja,18900.0
2023-01-07,karaoke,Hiburan,482000.0
2024-05-20,nyicil super weight booster,Belanja,49999.0
2023-06-18,denda perpus,Lain-lain,158000.0
2023-03-25,kabel power ori,Belanja,15000.0
2023-04-30,gofood jus alpokat,Konsumsi,71000.0
2024-07-16,order rinnai ri511c kompor gas,Belanja,289000.0
2024-05-07,sedekah,Lain-lain,344000.0
2020-03-18,grabfood sambal mangga,Konsumsi,103000.0
2023-07-06,pulsa telkomsel,Tagihan,626000.0
2023-09-30,sewa lapangan voli,Kesehatan,377000.0
2023-05-05,order sorban panjang kashmiri merah,Belanja,55000.0
2023-05-19,mcd,Konsumsi,163000.0
2024-11-07,checkout basreng 500 gram /,Belanja,31000.0
2023-06-16,pajak motor,Lain-lain,231000.0
2023-02-25,thr,Pendapatan,558000.0
2023-04-23,checkout alltrek tableware family pack,Belanja,305000.0
2023-06-25,pesen mentai chicken,Konsumsi,41000.0
2023-03-04,beli sendok makan stainless steel,Belanja,7000.0
2023-06-15,nyicil buku doa-doa cinta,Belanja,26500.0
2023-12-28,cuci cetak foto,Lain-lain,492000.0
2024-07-20,nyicil gelas kaca akari,Belanja,8553.0
2023-06-08,order wimiu paket hemat,Belanja,92400.0
2023-03-26,servis motor,Transportasi,104000.0
2022-04-06,grabfood nasi empal,Konsumsi,78000.0
2023-06-07,bibit tanaman buah alpukat,Belanja,30250.0
2023-12-16,mug stainless xw-204 tumbler,Belanja,146000.0
2020-11-17,grabfood geprek dada/p.atas,Konsumsi,79000.0
2023-08-23,jajan mie gacoan,Konsumsi,89000.0
2024-11-23,checkout canikorea super special,Belanja,68900.0
2023-02-10,sedekah masjid,Lain-lain,400000.0
2023-01-03,biaya rumah sakit,Kesehatan,184000.0
2023-10-05,checkout bg sport tali,Belanja,12600.0
2023-10-26,cicilan motor,Tagihan,909000.0
2023-03-07,baseus bowie e16,Belanja,192150.0
2023-02-10,obat pusing,Kesehatan,11000.0
2024-04-06,iuran sampah,Tagihan,776000.0
2024-03-14,cicilan paylater,Tagihan,902000.0
2021-02-09,jajan nasi sop ayam,Konsumsi,146000.0
2023-06-30,beli kalibre 48 black,Belanja,399000.0
2019-08-13,nasi paha,Konsumsi,97000.0
2021-02-10,beli seblak kriting,Konsumsi,80000.0
2023-09-25,checkout bibit tanaman murbay,Belanja,22500.0
2024-03-26,beli oimio lipstick velvet,Belanja,46410.0
2023-09-07,jajan roti bakar,Konsumsi,52000.0
2024-11-09,kalung / liontin custom,Belanja,70000.0
2023-07-27,checkout korek api gas sliding,Belanja,29500.0
2024-04-01,bayar bpjs,Tagihan,280000.0
2024-08-09,nyicil sabun mandi cair,Belanja,100000.0
2024-01-03,langganan icloud,Tagihan,390000.0
2023-08-03,"beli brake fluid ,",Belanja,68000.0
2023-08-27,order pupuk argo lestari,Belanja,99000.0
2024-04-05,diskon kemeja shirt katun,Belanja,180000.0
2023-06-10,beli case hp,Belanja,810000.0
2024-03-05,soto kudus,Konsumsi,46000.0
2023-08-26,photobox,Hiburan,176000.0
2023-07-01,langganan chatgpt,Hiburan,202000.0
2023-11-20,habbatussauda,Kesehatan,15000.0
2024-01-08,nyicil skin barrier pbu,Belanja,35000.0
2024-08-09,order mouse bluetooth wireless tab,Belanja,70000.0
2024-03-26,parkir kos,Transportasi,40000.0
2023-11-01,beli original salmon,Konsumsi,52000.0
2023-08-02,pulsa xl,Tagihan,668000.0
2024-04-27,uang jajan,Pendapatan,741000.0
2023-01-28,order scarlett whitening body lotion,Belanja,60000.0
2024-05-06,checkout poster kayu naruto /,Belanja,16500.0
2023-11-17,checkout kacamata minus franc,Belanja,450000.0
2023-12-04,termometer,Kesehatan,27000.0
2023-10-29,photobox,Hiburan,371000.0
2024-06-04,checkout promo murah blender,Belanja,225000.0
2023-10-04,indomie goreng rasa,Belanja,3350.0
2024-12-25,beli jaket parasut jaket outdoor,Belanja,375000.0
2024-04-09,order buku tulis eb 78,Belanja,36100.0
2024-05-19,order usea cermin hias kamar,Belanja,65000.0
2024-06-12,beli x-urband official - a572,Belanja,152900.0
2023-08-20,beli shuttlecock,Kesehatan,96000.0
2024-09-11,parfum badan pria dan,Belanja,24500.0
2023-03-11,checkout kaos kaki wanita,Belanja,12000.0
2023-06-03,checkout botol minum anak 1l,Belanja,240000.0
2023-01-06,checkout indomaret,Belanja,482000.0
2024-04-11,tolak angin,Kesehatan,155000.0
2023-07-24,nyicil (bisa cod)tas ransel,Belanja,39900.0
2021-12-10,beli paket ice,Konsumsi,123000.0
2023-12-05,tiket krl,Transportasi,238000.0
2023-07-31,joki tugas,Pendapatan,973000.0
2024-12-25,checkout keset lantai bihun mie,Belanja,12999.0
2024-11-10,checkout sandal wanita sandal hels,Belanja,26998.0
2024-03-13,langganan icloud,Tagihan,671000.0
2024-02-29,order feibao kunci pas rachet,Belanja,40038.0
2024-02-02,checkout [promo!!] indomie mie,Belanja,3799.0
2019-12-09,beli bakso komplit,Konsumsi,45000.0
2023-10-26,cicilan motor,Tagihan,470000.0
2023-09-20,nyicil sampul buku tulis coklat,Belanja,7878.0
2023-05-11,beli payung original nagoya merah,Belanja,353000.0
2023-02-18,betadine,Kesehatan,371000.0
2024-11-29,nyicil logo bintang bagasi w202,Belanja,558500.0
2022-02-11,grabfood paket ako,Konsumsi,77000.0
2023-07-18,order biden y13 smartwatch color,Belanja,160000.0
2024-09-04,nyicil locknlock balance grip tumbler,Belanja,360000.0
2024-04-17,order sarung tangan mess 1/2,Belanja,21800.0
2024-06-25,cultusia hair ordinary,Belanja,20000.0
2024-02-17,beli alfauzi - mukena silk,Belanja,395000.0
2024-12-12,implora lip velvet,Belanja,28710.0
2021-04-09,paket lele,Konsumsi,57000.0
2023-07-21,checkout muji steel nail,Belanja,139000.0
2020-03-15,grabfood nasi ayam,Konsumsi,71000.0
2024-11-04,tiket mrt,Transportasi,215000.0
2023-01-03,baterai,Belanja,278000.0
2023-05-07,member gym,Kesehatan,182000.0
2024-05-17,checkout goto bolt charger fast,Belanja,106900.0
2023-01-05,bayar kos,Tempat Tinggal,329000.0
2023-01-06,jajan roti bakar,Konsumsi,144000.0
2023-09-30,main biliar,Hiburan,415000.0
2024-09-13,order cat semprot pilox,Belanja,42000.0
2023-02-25,nonton bioskop,Hiburan,120000.0
2023-09-19,es teh indonesia,Konsumsi,37000.0
2023-11-02,tagihan kartu kredit,Tagihan,385000.0
2022-03-07,beli ayam fillet,Konsumsi,134000.0
2023-05-03,cuci cetak foto,Lain-lain,457000.0
2020-09-07,gofood mocha boba,Konsumsi,77000.0
2023-11-23,nyicil azura stripe shirt wanita,Belanja,65000.0
2023-03-30,checkout emina glossy stain 01,Belanja,56000.0
2024-06-28,bubuk minuman vanilla blue,Belanja,52500.0
2023-09-05,checkout tokopedia,Belanja,480000.0
2020-08-22,pesen jumbo komplit,Konsumsi,148000.0
2023-10-25,order eve jilbab pesta,Belanja,36600.0
2022-08-15,gofood chicken creamy,Konsumsi,57000.0
2024-05-03,order (1 pack)buku tulis/buku sinar,Belanja,46000.0
2022-11-21,beli nasgor sosis dan,Konsumsi,106000.0
2022-04-01,pesen paket komplit,Konsumsi,135000.0
2023-07-19,uang beasiswa,Pendapatan,708000.0
2023-10-07,checkout v pulley sanchin sc120,Belanja,720000.0
2024-01-18,pulsa xl,Tagihan,380000.0
2024-05-02,sewa kontrakan,Tempat Tinggal,779000.0
2021-06-01,grabfood ayam bakar geprek,Konsumsi,63000.0
2023-04-21,checkout [love and sip] tyeso,Belanja,499000.0
2024-03-22,gofood kopi tuku,Konsumsi,205000.0
2024-04-20,ganti oli,Transportasi,120000.0
2023-06-26,uang beasiswa,Pendapatan,361000.0
2024-11-27,checkout rexus k9g fortress tkl,Belanja,98900.0
2023-11-22,nyicil sayurhd tahu susu khas,Belanja,25000.0
2023-02-13,checkout earthly allure hijabchic safara,Belanja,99000.0
2023-04-09,tiket krl,Transportasi,201000.0
2024-01-02,masker pengendara motor,Belanja,10500.0
2024-10-26,beli jepit rambut bintang /,Belanja,499.0
2024-03-30,ongkir jne,Lain-lain,53000.0
2024-02-07,beli wardah renew you,Belanja,60466.0
2023-12-05,checkout topi fedora fullhardy,Belanja,545000.0
2023-09-17,order kintakun home keset kaki,Belanja,36190.0
2023-06-03,nonton bioskop,Hiburan,135000.0
2023-08-11,beli sayishop anting stud desain,Belanja,12000.0
2024-12-30,madu nusantara super 650,Belanja,134900.0
2021-06-26,grabfood mcflurry feat. oreo,Konsumsi,102000.0
2024-11-15,beli kerajaan kriuk -,Belanja,103500.0
2023-06-19,admin bri,Lain-lain,143000.0
2024-02-07,checkout onikuma g21 +,Belanja,414030.0
2024-09-10,checkout dailymeal - beras sehat,Belanja,49950.0
2023-06-05,order sarung bantal ukuran,Belanja,18000.0
2023-01-18,transferan ortu,Pendapatan,668000.0
2023-02-06,jajan es doger,Konsumsi,104000.0
2023-01-31,checkout cermin dinding besar simpel,Belanja,104900.0
2023-09-05,print tugas,Lain-lain,143000.0
2024-05-19,order han river blender premium,Belanja,148900.0
2023-01-12,nyicil vortexseries vortex mono series,Belanja,309000.0
2023-09-12,main biliar,Hiburan,141000.0
2020-01-26,gofood sate ayam,Konsumsi,19000.0
2024-01-16,pak ogah,Lain-lain,131000.0
2024-02-11,order anting tindik bunga anting,Belanja,450000.0
2023-04-27,gofood buy 1 get,Konsumsi,104000.0
2023-02-03,checkout mousepad gaming rexus kvlar,Belanja,27000.0
2022-06-20,beli paket kenyang hemat,Konsumsi,128000.0
2023-11-02,grabfood boba sundae,Konsumsi,149000.0
2023-02-24,jajan sei sapi,Konsumsi,28000.0
2024-09-05,member gym,Kesehatan,241000.0
2024-01-31,order gomuda sweater rajut pria,Belanja,300000.0
2023-11-03,checkout paket combo gaming keyboard,Belanja,149500.0
2022-08-14,pesen gyu katsu ramen,Konsumsi,51000.0
2024-03-19,sewa lapangan basket,Kesehatan,417000.0
2023-08-30,servis motor,Transportasi,233000.0
2023-01-11,tula laptop sleeve,Belanja,64000.0
2024-05-12,order jennskin official store,Belanja,22500.0
2023-02-09,konser musik,Hiburan,442000.0
2023-07-10,tagihan kartu kredit,Tagihan,318000.0
2024-03-11,kas kelas,Lain-lain,491000.0
2024-09-09,bytantisa - cardigan rajut,Belanja,59900.0
2023-03-18,patungan,Lain-lain,102000.0
2021-06-18,gofood nasi timbel,Konsumsi,64000.0
2023-11-19,maxim ke rumah ortu,Transportasi,110000.0
2023-02-04,jajan nasi goreng,Konsumsi,105000.0
2023-03-01,karaoke,Hiburan,45000.0
2024-03-11,checkout dap d-vy3t bluetooth,Belanja,131900.0
2024-11-21,order kipas angin berdiri maspion,Belanja,370000.0
2024-02-18,nyicil cumi cumi laut 500,Belanja,60000.0
2024-03-13,checkout gorden jendela/hordeng embos gelombang,Belanja,37145.0
2024-10-07,informa lexi set meja,Belanja,647000.0
2022-03-30,grabfood ayam geprek,Konsumsi,67000.0
2023-10-30,gofood special yamie,Konsumsi,43000.0
2024-03-17,shopeefood kantin kampus,Konsumsi,239000.0
2023-02-09,es teh tarik,Konsumsi,18000.0
2020-03-21,beli paket berdua cheesy,Konsumsi,85000.0
2024-03-31,admin mandiri,Lain-lain,391000.0
2023-11-18,ipl apartemen,Tempat Tinggal,925000.0
2023-06-24,sewa lapangan voli,Kesehatan,446000.0
2023-11-01,sewa lapangan tenis,Kesehatan,62000.0
2023-03-28,cicilan motor,Tagihan,432000.0
2023-06-04,jam tangan casio w-218h-1bvdf,Belanja,385000.0
2022-12-25,pesen simple set,Konsumsi,22000.0
2024-12-15,beli samata tas ransel,Belanja,330600.0
2023-02-23,pesen 2 nasgor,Konsumsi,32000.0
2024-03-28,shopeefood kopi soe,Konsumsi,34000.0
2023-04-23,goride ke tempat les,Transportasi,171000.0
2019-09-16,beli creamy chicken,Konsumsi,99000.0
2024-03-31,nyicil celana chino,Belanja,777000.0
2023-03-25,order gagang gergaji kayu,Belanja,8000.0
2023-12-02,badminton,Kesehatan,168000.0
2021-01-07,nasi goreng manalagi,Konsumsi,63000.0
2022-12-26,fun pizza,Konsumsi,101000.0
2023-04-09,dokter gigi,Kesehatan,83000.0
2023-11-09,beli 170.8cm selfie stick tripod,Belanja,88000.0
2022-03-01,gofood promo chicken wing,Konsumsi,43000.0
2022-05-30,gofood paket komplit endog,Konsumsi,73000.0
2023-01-09,celengan target ukuran jumbo,Belanja,12407.0
2023-09-24,order mamasoul clarissa block,Belanja,599000.0
2023-12-27,checkout mouse vertical vertikal wireless,Belanja,150000.0
2024-02-12,peci songkok kopiah nasional,Belanja,30000.0
2024-02-20,tumbler bottle 2in1,Belanja,49999.0
2021-09-10,pesen pangsit,Konsumsi,95000.0
2023-02-19,tol cipularang,Transportasi,96000.0
2023-03-18,sewa kontrakan,Tempat Tinggal,628000.0
2023-04-06,checkout zoicy tea tree pembersih,Belanja,120000.0
2023-07-30,beli telur telor ayam negeri,Belanja,45000.0
2023-06-22,nyicil karburator mikuni jupiter,Belanja,215000.0
2023-10-20,admin bri,Lain-lain,348000.0
2022-07-21,pesen salad buah,Konsumsi,138000.0
2023-12-09,kaca clear polos,Belanja,182000.0
2021-12-03,pesen chicken steak,Konsumsi,115000.0
2023-10-29,grabfood paket 2,Konsumsi,138000.0
2023-05-09,skeling gigi,Kesehatan,46000.0
2024-03-03,checkout gantungan kunci satu,Belanja,1050.0
2023-03-05,tagihan pdam,Tagihan,553000.0
2023-08-01,tambal ban,Transportasi,143000.0
2023-04-12,badminton,Kesehatan,476000.0
2022-05-10,double cheese hamburg,Konsumsi,117000.0
2023-05-08,laundry kiloan,Tempat Tinggal,21000.0
2024-06-21,nyicil miniso boneka bantal binatang,Belanja,161900.0
2023-09-18,ongkir paxel,Lain-lain,498000.0
2023-05-20,checkout gelang tali merah &,Belanja,18500.0
2024-02-24,paket data telkomsel,Tagihan,248000.0
2024-01-17,ganti oli,Transportasi,94000.0
2024-02-22,order outerwear fit unisex keren,Belanja,188500.0
2023-05-10,print tugas,Lain-lain,431000.0
2023-01-26,beli scandalus-parfum wanita terlaris,Belanja,35000.0
2023-04-04,langganan icloud,Tagihan,277000.0
2024-10-08,solid pemantik korek api,Belanja,7000.0
2023-08-05,ongkir paxel,Lain-lain,430000.0
2023-09-05,beli [special super brand,Belanja,120150.0
2024-08-29,nyicil gorden blackout import mewah,Belanja,115000.0
2023-05-30,buku bisnis versi,Belanja,119000.0
2024-06-29,checkout logitech g333 gaming,Belanja,699000.0
2023-01-30,belanja di mr diy,Belanja,351000.0
2023-09-23,matras yoga,Kesehatan,497000.0
2023-04-18,checkout scarlett velvet rouge (best,Belanja,60899.0
2023-08-22,celana denim clasic,Belanja,389000.0
2024-11-13,order paprika powder /,Belanja,16500.0
2023-08-01,nyicil sandisk ultra dual drive,Belanja,150900.0
2023-02-07,order tas selempang pria,Belanja,82800.0
2024-05-30,order lenovo mouse m20 usb,Belanja,13200.0
2024-05-04,order titik official - sepatu,Belanja,88650.0
2022-07-05,beli ayam geprek (tanpa,Konsumsi,62000.0
2023-06-30,speaker toa 30 watt,Belanja,680000.0
2023-08-07,jco,Konsumsi,191000.0
2024-06-09,nyicil madu asli hutan,Belanja,87000.0
2023-04-14,japer obeng set lengkap,Belanja,156400.0
2023-04-13,nyicil bibit tanaman buah dewandaru,Belanja,30800.0
2023-05-29,checkout bibit kecambah sawit unggul,Belanja,250000.0
2022-12-06,gofood mie iblis,Konsumsi,113000.0
2023-05-01,karaoke,Hiburan,134000.0
2023-02-12,checkout tomex buku tulis,Belanja,35500.0
2019-10-11,gofood es tuyul,Konsumsi,145000.0
2022-08-04,jajan bubur 1,Konsumsi,142000.0
2023-11-05,kasih tukang parkir,Lain-lain,130000.0
2024-04-24,bimoli minyak goreng classic,Belanja,55000.0
2022-12-27,beli baba boat,Konsumsi,120000.0
2024-03-07,beli hinkaku - kursi,Belanja,749000.0
2023-07-13,token listrik,Tagihan,560000.0
2023-09-13,shopeefood point coffee,Konsumsi,172000.0
2024-06-20,case iphone 14 pro,Belanja,107500.0
2023-01-29,order record shinjuku sepatu sekolah,Belanja,250000.0
2022-03-07,beli paket dada crispy,Konsumsi,102000.0
2023-06-14,saham asii,Investasi,629000.0
2023-11-29,topup flazz,Transportasi,5000.0
2023-08-27,nyicil jaket hoodie zipper sweater,Belanja,121500.0
2023-09-07,bpjs kesehatan,Kesehatan,198000.0
2022-11-17,sushi kimura platter,Konsumsi,150000.0
2023-02-09,order ikea navlinge lampu,Belanja,299000.0
2023-04-26,isi e-money,Transportasi,53000.0
2024-06-22,checkout sikaceram 200 ta tilefix,Belanja,226900.0
2023-07-31,gelang mutiara air,Belanja,49000.0
2023-09-05,perbaikan kamar mandi,Tempat Tinggal,147000.0
2021-06-20,jajan lotek kupat,Konsumsi,105000.0
2023-01-03,pesen rabokki,Konsumsi,138000.0
2022-12-04,beli nasi ayam,Konsumsi,149000.0
2023-06-21,gofood kantin kampus,Konsumsi,92000.0
2023-09-08,pajak motor,Lain-lain,41000.0
2024-07-12,checkout cetak pin peniti,Belanja,7000.0
2024-03-17,nyicil azko forhom cermin,Belanja,64800.0
2024-05-11,stella matic refill,Belanja,71800.0
2024-02-15,checkout snapback polo shirt,Belanja,279920.0
2023-03-22,tol jakarta,Transportasi,37000.0
2023-11-12,nyicil stora tempat sikat gigi,Belanja,38000.0
2024-03-02,cairin adsense,Pendapatan,402000.0
2022-12-18,gofood mie setan,Konsumsi,128000.0
2023-03-12,crocodile h7002r dompet,Belanja,549000.0
2022-08-08,tahu walik,Konsumsi,112000.0
2023-08-11,shopeefood teguk,Konsumsi,160000.0
2023-10-27,biaya rumah sakit,Kesehatan,18000.0
2023-07-09,grabfood chocolate daily 500ml,Konsumsi,19000.0
2023-02-10,beli penambah volume rambut,Belanja,16990.0
2021-08-21,kremes,Konsumsi,42000.0
2023-01-26,nyicil cuci gudang gelang,Belanja,105750.0
2023-02-28,sedekah,Lain-lain,170000.0
2023-11-19,gofood nasi box ayam,Konsumsi,22000.0
2024-06-25,beli seiken brake fluid dot3,Belanja,76300.0
2023-11-28,carburator brt pwk 32,Belanja,785000.0
2024-11-19,checkout praktis profesional inggris,Belanja,85800.0
2021-01-17,grabfood pamer 7,Konsumsi,150000.0
2024-04-25,odol,Belanja,119000.0
2024-08-13,order eiger kinkajou pinch,Belanja,229000.0
2024-01-14,panadol,Kesehatan,223000.0
2024-06-05,makan burjo,Konsumsi,130000.0
2021-08-14,beli cream soup,Konsumsi,56000.0
2023-05-15,beli bibit parfum murni 50,Belanja,40000.0
2022-12-16,jajan buah mangga potong,Konsumsi,62000.0
2023-02-05,beli dupont koper hardcase,Belanja,619000.0
2024-02-12,cuci mobil,Transportasi,192000.0
2023-02-18,order kaos anime one,Belanja,105000.0
2023-04-23,beli little palmerhaus kids mukena,Belanja,189900.0
2024-10-31,sunco minyak goreng,Belanja,27200.0
2023-03-28,ongkir jne,Lain-lain,195000.0
2024-01-30,rawat inap,Kesehatan,419000.0
2023-05-10,perbaikan kamar mandi,Tempat Tinggal,238000.0
2024-04-13,nyicil kenko care toothbrush small,Belanja,90000.0
2023-05-21,beli thiqla - gelang,Belanja,109999.0
2023-02-17,ongkir sicepat,Lain-lain,178000.0
2023-08-09,token listrik,Tagihan,497000.0
2024-12-20,beli kebaya kutubaru tille,Belanja,139500.0
2021-09-27,gofood 40 butir,Konsumsi,139000.0
2024-10-02,lock n lock,Belanja,37500.0
2024-05-06,gofood breadtalk,Konsumsi,222000.0
